,country,description,designation,points,price,province,region_1,region_2,variety,winery
5418,Canada,"This is 48% Cabernet Sauvignon and 52% Syrah, which seems to be the dominant grape in terms of flavor and style. Scents and flavors of char, licorice and espresso come up quickly, with black fruit showing a peppery edge. The finish seems attenuated, even with ample aeration.",Athene,88,40.0,British Columbia,Okanagan Valley,,Cabernet Sauvignon-Syrah,Burrowing Owl
5419,Italy,"Subdued aromas suggesting stewed plum, mature berry, dried herb and scorched earth lead the nose. The straightforward, rather evolved palate offers dried cherry, cranberry, leather, clove and a green note of powdered sage alongside tightly wound tannins that clench the finish.",,88,55.0,Tuscany,Brunello di Montalcino,,Sangiovese,Camigliano
5420,Italy,"Leafy underbrush, mature blackberry, scorched earth and clove aromas lead the way. The straightforward, accessible palate offers fleshy black cherry, star anise and a hint of game alongside ripe tannins. While it lacks complexity, it has a juicy, immediate appeal. Drink through 2019.",,88,28.0,Tuscany,Brunello di Montalcino,,Sangiovese,Canneta
5421,US,"Despite its varietal label, this drinks more like a Bordeaux-style blend with the Cabernet Sauvignon (11%) and Cabernet Franc (9%) showing themselves prominently. Coffee, flower, dried herb and red- and black-fruit aromas are followed by elegant, lightly creamy fruit flavors that carry through the finish.",Panorama,88,26.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Cloudlift Cellars
5422,US,"Aromas of green herbs, flowers and soil lead to rich purple-fruit flavors and chalky tannins. It doesn't quite come together but provides intrigue.",,88,30.0,Idaho,,,Petit Verdot,Colter's Creek
5423,US,"This wine was aged for 30 months in new French oak before subsequently seeing time in bottle. It offers aromas and flavors of herbs, woodspice and red and black fruit, with firm tannins providing the frame.",Klipsun Vineyard,88,60.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Covington
5424,France,"A full-bodied, ripe wine, this is going to develop well, with balanced acidity and ripe, perfumed apple and pear flavors. The final tang of citrus gives a great lift. A warm wine, it's already delicious and will be even better from 2017.",Les Cris,88,25.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Domaine A. Cailbourdin
5425,France,"Typical of the wines from Quincy, this is herbal and crisp, packed with green fruits that burst out of the glass. Along with its lemon-zest texture, it has a strong mineral element that contrasts with all this fruitiness. Drink now and until 2019.",Tradition,88,17.0,Loire Valley,Quincy,,Sauvignon Blanc,Domaine de la Commanderie
5426,France,"This wine is rich, rounded and smooth. It has enough citrus flavor to give a lift while also having ripe, apricot and red-apple tastes. Fresh at the end, it's also a wine to age, so drink from 2018.",,88,35.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Domaine de la Loge
5427,US,"Sweet-tart raspberry and cranberry aromas are lifted and spry on this fresh, aromatic Pinot Noir. The palate is markedly riper and richer, boasting dark cherry and berry flavors and heady spice tones that linger. Tannins are a bit craggy and bitter but finely grained.",,88,26.0,New York,Hudson River Region,New York Other,Pinot Noir,Tousey
5428,US,"Supple white-fleshed fruits, from pear to cherimoya, touch the nose, as do aromas of lemon rind, struck match and dried apple on this blend of 90% Sauvignon Blanc and 10% Viognier. A gravelly, pencil lead minerality on the palate is boosted by sliced lemon wedges, cut grass and gooseberry notes.",Fletcher's,88,35.0,California,Happy Canyon of Santa Barbara,Central Coast,White Blend,Westerly
5429,US,"Named after a term for beautiful gesture, this wine is mostly Cabernet Sauvignon with small amounts the other primary Bordeaux varieties blended in. Aromas of dark cherry, black tea, pencil lead and vanilla are followed by well-constructed smoke and dark fruit flavors with grainy, compact tannins that need some time to stretch their legs.",Beau Geste,88,28.0,Idaho,,,Bordeaux-style Red Blend,3 Horse Ranch Vineyards
5430,US,"Much riper and toastier than their 2011 Signature Pinot, this brings pretty flavors of raspberry and Bing cherry into play, with a dash of root beer as well. Engaging and accessible, it motors into a tart, tangy finish.",Signature Collection,88,27.0,Oregon,Oregon,Oregon Other,Pinot Noir,King Estate
5431,US,"Call this Pinot useful, rather than complex or ageable. It's nicely dry, acidic and silky in the mouth, with jammy raspberry, cherry and persimmon flavors. Food pairings range from steak to tuna tartare or a bacon burger.",,88,40.0,California,Russian River Valley,Sonoma,Pinot Noir,La Crema
5432,US,"With apricot, orange, peach, lemon and lime flavors, this is one of the richer Sauvignon Blancs out there. But it's totally dry, with brisk acidity and a clean, elegant finish.",Big Ranch,88,20.0,California,Napa Valley,Napa,Sauvignon Blanc,Laird
5433,US,"Carneros is one of the best places in California for Pinot Gris/Grigio. This 2013 shows the brisk acidity of the appellation, and also the excellence of the 2013 vintage. It's pure and rich in apricots, tangerines, white peaches and papayas, and yet the finish is dry and clean. There's no oak at all, nor is any needed.",Cold Creek,88,20.0,California,Carneros,Napa-Sonoma,Pinot Grigio,Laird
5434,Italy,"Made partly with late-harvested grapes and aged in large casks, this ripe wine leads with aromas of fragrant white flowers, lychee, pear and a delicate note of vanilla. The round palate offers juicy tropical fruit, golden apple and lemon pastry with a flinty, mineral finish.",Foscarin Slavinus,88,30.0,Veneto,Soave Classico Superiore,,Garganega,Monte Tondo
5435,France,"A soft, ripe apple-flavored Champagne, it is fresh and crisp. With its gentle mousse and fruitiness, it is ready to drink as a youthful wine, and not likely to benefit from bottle age.",Cuvée Réserve Brut,88,39.0,Champagne,Champagne,,Champagne Blend,Bouché Père et Fils
5436,Italy,This pretty wine opens with floral and apple aromas that carry over to the glass along with juicy pear and a hint of white peach. The creamy palate is uplifted by vibrant acidity that makes it an ideal wine for lightly seasoned fish dishes or grilled vegetables.,,88,13.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Cantina Produttori Cortaccia
5437,Italy,"A blend of 60% Pinot Bianco, 30% Chardonnay and 10% Sauvignon, this reveals a fragrance of white flowers and tree fruit. The juicy palate delivers white peach, yellow apple and a mineral note alongside fresh acidity.",Terlaner Classico,88,25.0,Northeastern Italy,Alto Adige,,White Blend,Cantina Terlano
5438,Portugal,"This rich, intense wine has a strong tannic element that is balanced with the red and black berry fruits. There's a burst of acidity, but the main thrust of this wine is structure and concentration.",Reserva,88,16.0,Tejo,,,Portuguese Red,Casal da Coelheira
5439,France,"This is a well made, fruit and tannin wine. With delicious black currant fruits, juicy acidity and a supporting role of dry tannins, it has minerality, touches of wood aging and a more serious aftertaste, ready for aging. Drink from 2017.",,88,20.0,Bordeaux,Graves,,Bordeaux-style Red Blend,Château le Bonnat
5440,France,"While this is currently a tough proposition, the inherent fruitiness of this structured wine augurs well for its future. With berry fruits under the dark tannins and some slight bitterness from wood aging, it needs time. Drink from 2017.",,88,24.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Saint Ahon
5441,US,"With a buttery, creamy texture, this Chardonnay has oak-inspired flavors of Meyer lemons, sweet limes, honey, vanilla bean and buttered toast. The acidity is key, providing a central zest to the richness.",,88,38.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Cinnabar
5442,Italy,"This concentrated Soave shows restraint and elegance. It offers sensations of pressed yellow flowers, yellow peach, citrus, pear, almond and mineral that are supported by crisp acidity. It's unusual to find this much personality at this price point.",Vigna della Corte,88,13.0,Veneto,Soave,,Garganega,Corte Adami
5443,Portugal,"A solid, ripe and tannic wine that is full of firm fruits, ripe berries and a strongly mineral character. It has some concentration and certainly dense tannins while also showing a fresher, licorice and black currant side. Drink now, but best wait until 2015.",Grilos,88,,Dão,,,Portuguese Red,Dão Sul
5444,Portugal,"All ripe fruit and cushioned tannins, this is a dense, very fruity wine. It is a powerhouse of richness and solid structure. Concentrated, with a touch of bitterness, it could age until 2016, but is drinkable with its fruitiness now.",Casa de Santar,88,,Dão,,,Touriga Nacional,Dão Sul
5445,France,"An attractive, fruity wine, it is already in balance. The fruit comes out strongly with its red berry and black cherry flavors with just a herbal, fresher hint. It's not for aging, but will improve, so drink from 2015.",Aux Guettes Premier Cru,88,38.0,Burgundy,Savigny-lès-Beaune,,Pinot Noir,Domaine A. Machard de Gramont
5446,France,"This wood-aged wine is very soft and round. It's still quite reticent in its flavors, showing only light acidity and yellow fruit flavors. It needs time to bring out its rich fruits and wood flavors. Drink from 2016.",Cuvée Madeleine,88,16.0,Southwest France,Côtes du Tarn,,Chardonnay,Domaine D'en Ségur
5447,France,"This ripe, creamy, fruity wine has touches of vanilla balanced by tight, citrus acidity. This is Laroche's largest production wine, a classic, fresh and just-steely Chablis. Start drinking in 2014.",Saint Martin,88,,Burgundy,Chablis,,Chardonnay,Domaine Laroche
5448,France,"Les Narvaux is on the hill behind Meursault. The wine has intense acidity and great freshness. Wood flavors are there, but not dominant, giving a bright wine, very juicy and ready to drink.",Les Narvaux,88,58.0,Burgundy,Meursault,,Chardonnay,Domaine Vincent Girardin
5449,France,"This is a perfumed wine, almost overwhelming in its intensity. The palate is equally aromatic, rich in texture and very juicy. The wine, with its red berry fruits and tight acidity, is still young, waiting to show its ripeness and soft tannins. Drink from 2015.",Les Vieilles Vignes,88,45.0,Burgundy,Volnay,,Pinot Noir,Domaine Vincent Girardin
5450,Italy,"Made with Sangiovese, this opens with earthy aromas of tilled soil, black berries and spice. The soft palate delivers fleshy black cherry and juicy raspberry lightly accented with black pepper notes along with round tannins. It's made to drink young so enjoy soon.",Amaranto,88,19.0,Tuscany,Maremma Toscana,,Sangiovese,Podere San Cristoforo
5451,US,"This is a monster Zin even by Sbragia standards. The wine feels hotter and more glyceriney than its official alcohol. It's also superripe in raisins and prunes, although the finish is totally dry. It defines a lusty, rustic style of California Zinfandel.",Gino's Vineyard,88,34.0,California,Dry Creek Valley,Sonoma,Zinfandel,Sbragia
5452,France,"This is a rich and smooth wine, creamy and full of baked apple and ripe pear flavors. Rounded with warm flavors, it carries just the right amount of citrus acidity and a touch of toast. Drink now until 2018.",Hommage à André Trénel,88,28.0,Burgundy,Saint-Véran,,Chardonnay,Trenel Fils
