,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
3547,Australia,"An austere Riesling in the traditional Australian style, the 2012 Isolation Ridge Riesling appears destined to have a long life. Penetrating lime aromas lead into a palate that's high strung and tight, but lined with mouthwatering fruit. An electric vibrancy of citrus and wet stones lingers on the finish. Drink now–2030.",Isolation Ridge Vineyard,92,40.0,Western Australia,Frankland River,,Joe Czerwinski,@JoeCz,Frankland Estate 2012 Isolation Ridge Vineyard Riesling (Frankland River),Riesling,Frankland Estate
3548,Italy,"From Serralunga, this has a classic fragrance of wild cherry, rose petal, truffle, leather and hints of menthol. The palate delivers a juicy core of black cherry, mint and spice. It has a warm midpalate and big but ripe tannins, but it's a bit shy on acidity—typical for the vintage.",Vigna Lazzairasco,92,44.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Guido Porro 2009 Vigna Lazzairasco  (Barolo),Nebbiolo,Guido Porro
3549,US,"With only 12.5% alcohol by volume, this young-vine Chardonnay is one of the lightest, most delicate Chardonnays the winery has ever produced. But it's not shy on flavor, delivering waves of tropical fruits, peaches, vanilla and buttered toast. Long and sweet in honey, it finishes dry and racy. Defines the new elegant style of Chardonnay.",Kent the Younger,92,36.0,California,Russian River Valley,Sonoma,,,Joseph Swan Vineyards 2011 Kent the Younger Chardonnay (Russian River Valley),Chardonnay,Joseph Swan Vineyards
3550,Austria,"Now approaching maturity, the wine is showing its tropical fruit flavors and aromas. Ripe and full in the mouth with a rich, but lively acidity, it's an impressive expression of Sauvignon Blanc. Glass stopper.",Zieregg Grosse Lage,92,,Südoststeiermark,,,Roger Voss,@vossroger,Manfred Tement 2010 Zieregg Grosse Lage Sauvignon Blanc (Südoststeiermark),Sauvignon Blanc,Manfred Tement
3551,US,"By far the best Dewpoint to date, this tastes bone dry, yet it's succulent, concentrated, and lightly honeyed. The deep flavors of ripe Meyer lemon and citrus just keep on going and going.",Bacchus Vineyard Dewpoint,92,17.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Convergence Zone 2012 Bacchus Vineyard Dewpoint Riesling (Columbia Valley (WA)),Riesling,Convergence Zone
3552,Germany,"There's an intense punch of sweet yellow peach on this lip-smackingly delicious Spätlese. Hints of savory spice and struck flint, and a deep, rippling minerality adds complexity and depth through the finish.",Graacher Himmelreich Spätlese,92,30.0,Mosel,,,Anna Lee C. Iijima,,Dr. Heidemanns-Bergweiler 2011 Graacher Himmelreich Spätlese Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler
3553,US,"A lovely Pinot Noir that shows fine Russian River character. Made from some good vineyards, including Keefer Ranch, it shows an elegant deliciousness of cherry and raspberry jam, cola and pomegranate flavors, touched with new oak. Silky and dry, this polished wine is good to drink now, and will hold for 6–8 years.",,92,44.0,California,Russian River Valley,Sonoma,,,Freeman 2011 Pinot Noir (Russian River Valley),Pinot Noir,Freeman
3554,Australia,"This luxury cuvée from Thorne Clarke combines ripe berries with cinnamon and clove, then adds dollops of vanilla and chocolate, yet never seems overly sweet. Likewise, it's full bodied and rich, yet never goes over the top, maintaining a sense of freshness and structure. Drink now–2020, and possibly beyond.",William Randell,92,50.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Thorn Clarke 2010 William Randell Shiraz (Barossa),Shiraz,Thorn Clarke
3555,Austria,"This wine is one of a series of single vineyard wines from this Cistercian estate. The wine exhibits the pepper side of Grüner, full and flavorsome, along with spiced pear laced with citrus acidity. The wine is rich aging potential over the next 3–5 years.",Steinsetz Reserve,92,,Kamptal,,,Roger Voss,@vossroger,Schloss Gobelsburg 2012 Steinsetz Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Schloss Gobelsburg
3556,US,"This single vineyard Malbec belongs with Washington's best. The mix of purple fruits and intense barrel flavors of clove, cocoa and dusty mocha inspires an impromptu “wow” once in the mouth. Smooth, satiny and seamless, it has a gentle hint of earth and herb threaded through the finish.",Sagemoor Vineyard,92,30.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Vintners 2010 Sagemoor Vineyard Malbec (Columbia Valley (WA)),Malbec,Walla Walla Vintners
3557,Austria,"Aging for 18 months in oak has given this rich wine a smooth character, balancing juicy red berry flavors with complex barnyard and wild undergrowth flavors. The powerful combination demands aging even after four years, so give it another 3–4.",Leithagebirge,92,38.0,Burgenland,,,Roger Voss,@vossroger,Kollwentz 2009 Leithagebirge Blaufränkisch (Burgenland),Blaufränkisch,Kollwentz
3558,US,"L'Ecole's Walla Walla Cabernet has a soft-focus silkiness, an almost gauzy character. Behind that film is a wine tasting of wild berries, Bing cherries and fresh herbs, with light streaks of coffee and moist earth. Give this one plenty of decanting and the scrim lifts away and reveals a firm, beautifully balanced and nuanced wine.",,92,40.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,L'Ecole No. 41 2010 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
3559,France,"The Medieval Sancerre castle (Joan of Arc slept here) was built on the site of an ancient Roman fortress. Now owned by the producers of Grand Marnier liqueur, the vineyard produces an attractive, open style of wine. It has just the right tangy acidity along with delicious ripe apple and citrus fruits. The wine is ready to drink.",,89,30.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Château de Sancerre 2015  Sancerre,Sauvignon Blanc,Château de Sancerre
3560,Hungary,"This straw-colored wine made predominantely from Furmint has tropical aromas of passion fruit and mango and a touch of fresh white peach. White peach, yellow peach and guava flavors show on the palate before the zesty finish.",Dry,89,16.0,Tokaji,,,Jeff Jenssen,@worldwineguys,Chateau Dereszla 2015 Dry  (Tokaji),White Blend,Chateau Dereszla
3561,US,"Gamay is still fairly rare in Oregon but ripens well into a style more reminiscent of Zinfandel or Grenache than of Beaujolais. Robust and fruity, this has tart and spicy cranberry and cherry notes, with a nice acid/tannin balance that keeps the flavors moving along nicely through the finish.",Ridgecrest Vineyards,89,25.0,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem 2015 Ridgecrest Vineyards Gamay Noir (Ribbon Ridge),Gamay Noir,Chehalem
3562,US,"Very focused and deep aromas of boysenberry, violet, rose petal and anise make for a heady rich entry into this Grenache. There's a touch of caramel to the sip, where black cherry, clove, dried ginger and leather also show. It's a good example of how Grenache can ride the heavier side of the scale with style.",Reserve,89,32.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Clos La Chance 2013 Reserve Grenache (Central Coast),Grenache,Clos La Chance
3563,Italy,"Made entirely from Nero d'Avola, this opens with black-skinned berry, sun-baked earth and Mediterranean brush aromas. It's polished and savory on the palate and offers juicy black cherry, raspberry jam and white pepper notes alongside smooth tannins. It's made to be enjoyed young, so drink soon.",,89,17.0,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,@kerinokeefe,Colosi 2016 Nero d'Avola (Terre Siciliane),Nero d'Avola,Colosi
3564,Italy,"This smooth red opens with blackberry, Mediterranean scrub and carob aromas. The easy-drinking, savory palate delivers ripe black cherry, clove and a peppr notes alongside velvety tannins. Enjoy through 2021.",,89,15.0,Sicily & Sardinia,Eloro,,Kerin O’Keefe,@kerinokeefe,Curto 2014 Nero d'Avola (Eloro),Nero d'Avola,Curto
3565,Portugal,"This LBV Port is powered by jammy damson and plum fruits along with dried figs and a juicy aftertaste. The palate is dry, with tannins just in evidence, although the balance is just right. Drink now.",Late Bottled Vintage,89,20.0,Port,,,Roger Voss,@vossroger,Delaforce 2011 Late Bottled Vintage  (Port),Port,Delaforce
3566,France,"Aged for six months on its lees, this ripe smooth wine is both rich and crisply fruity. Balanced acidity partners the apricot and ripe pear. It is just ready to drink, although it will be better from 2018.",Première Lune,89,20.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Domaine de l'Hermitage 2015 Première Lune  (Menetou-Salon),Sauvignon Blanc,Domaine de l'Hermitage
3567,France,The wine is full of fruit that's soft and smooth. It has a broad ripe texture that is subtly contrasted with the acidity and more zesty character. The wine is refreshing and fruity and ready to drink.,,89,20.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine de Rome 2015  Sancerre,Sauvignon Blanc,Domaine de Rome
3568,Portugal,"Bold and fruity, this wine shows the richness of the black fruits. It has fruit tannins, a lush texture and a dry core. With its density and its ripe fruit, it could age further. Drink from 2018.",Santos da Casa Reserva Sem Barrica Unoaked,89,,Alentejano,,,Roger Voss,@vossroger,Santos & Seixo 2015 Santos da Casa Reserva Sem Barrica Unoaked Red (Alentejano),Portuguese Red,Santos & Seixo
3569,Germany,"Pristine peach, tangerine and blossom notes form the core of this fragrant fruity Riesling. Balanced in sweetness and reverberating with acidity, it's an exceptional value for such a juicy satisfying sip. Capture its youthful exuberance now through 2020.",Piesporter Goldtröpfchen Spätlese,89,12.0,Mosel,,,Anna Lee C. Iijima,,St. Christopher 2016 Piesporter Goldtröpfchen Spätlese Riesling (Mosel),Riesling,St. Christopher
3570,Italy,"Made entirely from Nero d'Avola, this juicy red opens with ripe black-skinned berry and Mediterranean scrub aromas. Fine-grained tannins underscore its blackberry jam, sage and vanilla flavors. Enjoy through 2020.",Lamùri,89,20.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Tasca d'Almerita 2015 Lamùri Nero d'Avola (Sicilia),Nero d'Avola,Tasca d'Almerita
3571,Argentina,"Aromas of apple cider, peach and oak lead to a full palate. Flavors of melon and banana have a nutty quality, while this is stable on the finish, with tropical fruit and honeyed flavors. Drink now.",Felino,89,20.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Viña Cobos 2016 Felino Chardonnay (Mendoza),Chardonnay,Viña Cobos
3572,US,"This opens with juicy pomegranate and cherry notes before bourbon barrel scents take hold. The midpalate seems to fade, then the flavors return on the finish. Give it another year or two in bottle to pull itself together.",Carlton Hill Vineyard,89,40.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Walnut City WineWorks 2014 Carlton Hill Vineyard Pinot Noir,Pinot Noir,Walnut City WineWorks
3573,Argentina,"This Bonarda could be your everyday red or house pour with no issues. Solid berry aromas are fairly woody and a bit earthy. A bouncy, fresh palate is cheerful, while flavors of plum, blackberry, cassis and spices are toasty and forward-moving on the finish.",Single Vineyard,89,15.0,Mendoza Province,Agrelo,,Michael Schachner,@wineschach,Lamadrid 2016 Single Vineyard Bonarda (Agrelo),Bonarda,Lamadrid
3574,Portugal,"The perfumes of Touriga Nacional dominate this soft, smooth wine. A layer of tannins gives structure, and the ripeness of the fruit creates a delicious, full-bodied wine.",Ribeiro Santo,89,13.0,Dão,,,Roger Voss,@vossroger,Magnum Vinhos 2015 Ribeiro Santo Red (Dão),Portuguese Red,Magnum Vinhos
3575,France,"Produced from biodynamically grown grapes, this is a ripe smooth wine. Its green fruits and acidity are well in balance with the generous texture. The wine's crispness comes through at the end with a tight lifted aftertaste. Drink from 2018.",,89,23.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Domaine Philippe Gilbert 2015  Menetou-Salon,Sauvignon Blanc,Domaine Philippe Gilbert
3576,Luxembourg,"This non vintage white blend is composed of 50% Auxerrois, 40% Pinot Blanc, and 10% Pinot Gris. It has green apple and lemon pith aromas, lemon curd, apple juice and pastry flavors and a creamy finish.",Pinot Luxembourg,89,16.0,Moselle Luxembourgeoise,,,Jeff Jenssen,@worldwineguys,Domaines Vinsmoselle NV Pinot Luxembourg White (Moselle Luxembourgeoise),White Blend,Domaines Vinsmoselle
3577,US,"There is a great deal of restraint exercised in this bottling from this warmer SoCal region, with tightly wound blackberry, black currant and turned loam on the nose. The flavors are also still wrapped up firmly, with more black currant, asphalt and gravel hidden behind sticky tannins. This wine is still young and should age well.",,89,60.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Falkner 2014 Cabernet Sauvignon (Temecula Valley),Cabernet Sauvignon,Falkner
3578,US,"This well-made blend aged in 20% new French oak showcases red fruit, with cracker, coffee and earth suggestions. A hint of alcoholic heat comes through on the finish.",Five Faces,89,33.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Fullerton 2015 Five Faces Pinot Noir (Willamette Valley),Pinot Noir,Fullerton
3579,Argentina,"Saucy, earthy berry aromas are full of oak and clove notes. This wine feels full but not too heavy, with solid overall balance. Blackberry, dark plum, toast and spicy oak flavors finish peppery and stout, with ripe, chewy tannins. Drink through 2022.",Gran Reserva,89,25.0,Other,Patagonia,,Michael Schachner,@wineschach,Humberto Canale 2014 Gran Reserva Malbec (Patagonia),Malbec,Humberto Canale
3580,US,"At five years old, this is soft and supple, with well-integrated plum, cherry, spice and cola components. It's smooth and seamless and should be drunk soon.",The Uncarved Block,89,30.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Amalie Robert 2012 The Uncarved Block Pinot Noir (Willamette Valley),Pinot Noir,Amalie Robert
3581,US,"A ripe white-peach aroma meets with lime candy and buttercream on the nose of this bottling. It's a crowd-pleasing offering, with the softness of buttered nectarine and Gala apple as well as the slight tang of pear skins, lime peels and lemon pith.",,89,20.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Au Jus 2015 Chardonnay (Monterey County),Chardonnay,Au Jus
